0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
34055.6962,0.021596562860434154,0.21151405227378425,0.173316728241098,0.07402049883914834,-3.7717996905781868,-1.4885425326317034,-0.3844647177629607,-1.9696246143619642,13.692983713120352,-0.12552121020914386,-0.4952802622084856,-0.7192547924206483,1.1525395561396152,4.189155617689738,0.6205982038787197,-0.5695677638829525,-1.818548742632328,71.56587939364549,0.083,1351.4154166924172,1037.4715536893486,1769.5528380948163,2784.6773169828466,-840.2525646119234,-641.2062107811519,-341.75592985555943,-1765.1570486175442,30700.95082840675,-973.201237742304,-313.44971638373727,717.4361022653824,1620.2522039796786,-5009.294109022951,2575.1152543343987,-1208.1862195323174,-1167.2368601450178,-181.59203485770877,20069.031997104576,228.34264920082566,355.6115138078809,772.8729614022267,612.0614530419284,-1177.9186162692654,-328.0760872429704,2080.9494542665416,-1073.6912288403473,377.5894307758029,18393.222329857377
29814.68354,-0.019214875886308703,0.14063865133020526,0.17769201853295866,0.07859931018968468,-3.7965493356111835,-1.5064301035471264,-0.38099604482985217,-1.972843680413914,13.693104060235536,0.2304682463838686,-0.4113302750184036,-0.7616200864064119,1.4562428084092307,4.258795288543826,0.5555428344644832,-0.5736005575995212,-1.8204493263330355,71.56595106755596,0.083,-1339.6475821812423,515.0577354821243,1056.6361517709443,2700.135340629424,-1057.3027228115175,-651.8879754772324,-343.66422294938826,-1765.838116743471,30701.19493228036,918.3323430930822,209.9083194879035,1526.9816171387167,1667.131341631652,-5056.975156366878,2605.035908828787,-1214.6638017968291,-1167.989703630264,-181.6767518362946,20068.991873450126,228.1865680007578,431.35392046052596,778.5636264224293,515.8714537742774,-1269.467686876449,-338.5879317253042,2087.43689056787,-1074.0752356464122,378.6779183596185,18393.124816662686
29128.10127,0.022214494851447376,0.048086719925374014,0.17783027636409782,0.06973510279086453,-3.8206403000984746,-1.5238682467214109,-0.3775261630442144,-1.976056286835591,13.693224402767907,-0.187640616026771,-0.32005030316245503,-0.7325608793976709,1.7482735319811928,4.336543414008633,0.4892700952578052,-0.5775438565166878,-1.8223148998738012,71.56602351372976,0.08,-188.52679346165405,-253.524110555473,320.2056150863575,2598.1566281376918,-1275.3041013858347,-662.3368428647933,-345.50120293705834,-1766.5073088664403,30701.439386847203,-73.63972172917187,302.8747755643841,2045.750397083002,1704.8129910900145,-5105.089556338147,2634.4578458047954,-1220.9503053302342,-1168.717427812951,-181.76395076861644,20068.951882436926,92.99588775269852,309.5896746988975,771.7549763629277,415.7889773400242,-1364.8031255176447,-348.82033224812363,2093.5285298592817,-1074.3930166097646,379.7646889266582,18393.027469435045
28228.86076,-0.011857612490145488,-0.04278019287428528,0.17203197076995172,0.04889816853539667,-3.8444693676297823,-1.5408502259404884,-0.37405507058670145,-1.979262411159296,13.693344741375352,-0.22519485317147575,-0.1573498871585216,-0.6479282527546659,2.025096226551419,4.422953278640731,0.42186925150828936,-0.581397126755907,-1.824145371616193,71.56609673475633,0.083,484.1220301789464,-757.3899304854122,-398.3948183711674,2479.7550440374166,-1493.9362244472882,-672.5487029767962,-347.26622189384665,-1767.164607818154,30701.6841917763,-673.6325711438476,173.06699161057207,2128.374547116676,1732.9698841641657,-5153.649473387455,2663.3704903538446,-1227.0440917093176,-1169.4199461654775,-181.8536348515214,20068.91202401236,-218.05660225128833,77.85160204061708,750.0510908996307,313.81781957369145,-1463.9928659107154,-358.7497524427916,2099.2200978579426,-1074.6443045438305,380.84973652127144,18392.930288255473
27335.6962,-0.04381366118348798,-0.1259603622938032,0.15775856026042864,0.01872745072010508,-3.868762962673414,-1.5573693049902682,-0.37058276563798753,-1.9824620309173127,13.69346507671574,-0.20794494822417608,0.12126485991894648,-0.5234863059417169,2.283088409920079,4.518559643034787,0.3534480924273812,-0.5851598344386462,-1.8259406499217663,71.5661707332251,0.081,814.0897723918093,-956.2794866931454,-1057.8211950138425,2345.9444528583235,-1712.8786161082953,-682.5194458461483,-348.9586318950744,-1767.8099964302908,30701.929346736662,-669.1740654503307,-2.8686167368511235,1820.0439994615504,1751.3423677725311,-5202.652318785109,2691.7632675673412,-1232.9435225108539,-1170.0971721602393,-181.945807281879,20068.87229812384,-189.91909502647533,-159.0014510680312,710.7500055207969,211.59286187616692,-1567.104841773566,-368.3526559406448,2104.507320281025,-1074.8288322620754,381.93305518782944,18392.833273204975
26624.81013,0.05892898948585916,-0.19341716754503985,0.13230973889888809,-0.017851106994402365,-3.8943727456149113,-1.573418747656678,-0.36710924637873016,-1.9856551236419557,13.693585409446971,0.192236108698064,0.5064103319386822,-0.3749991384232519,2.5186275998873446,4.623897267785596,0.284114407226413,-0.5888314456863738,-1.8277006431520328,71.56624551172557,0.081,1016.6269134756417,-929.0468132850814,-1619.6065361803796,2197.7387191301395,-1931.810800481228,-692.2449615058188,-350.57778501604423,-1768.4434575345472,30702.174851397318,-403.9072818353278,-148.5996264190851,1263.9936626468625,1759.9174238916453,-5252.012665701745,2719.6256025367,-1238.6469593116353,-1170.7490192696287,-182.04047125653636,20068.83270471875,-44.03349938806531,-346.12292238086087,651.2325373657261,110.66620399729217,-1674.2069868240728,-377.60550637305187,2109.3859228456795,-1074.946332577907,383.0146389706779,18392.736424364582
25998.98734,-0.015043242441316072,-0.20911776516621183,0.0929852007487011,-0.057894076584340703,-3.9221678612030093,-1.5889918177256352,-0.36363451098959426,-1.9888416668655111,13.693705740226916,0.24477681798517895,0.8474014322623736,-0.2182308496635904,2.7280913142533114,4.739500913487922,0.21397598511678761,-0.5924114266205436,-1.829425259668604,71.56632107284716,0.08,1057.8646506395785,-761.8067644062212,-2062.321510081346,2036.151707382629,-2150.412301678518,-701.7211399887398,-352.1230333320445,-1769.0649739626251,30702.420705427285,-66.88097233903628,-231.89955968169414,616.8999170702939,1758.6432478213221,-5301.523932341881,2746.946920353349,-1244.1527636884437,-1171.375400966056,-182.13762997233744,20068.793243744483,172.93826084632218,-453.08478464924235,568.8795035736832,12.589945686914803,-1785.367234780098,-386.48476737137935,2113.8516312691045,-1074.9965383047988,384.0944819141953,18392.6397418153
25446.07595,-0.08669162591398961,-0.14254815078793986,0.03915116595540148,-0.09845803002592782,-3.9530174541864267,-1.604081778983058,-0.3601585576512412,-1.9920216381202818,13.693826069713463,0.25375534967111346,0.9589033946077818,-0.0689455391271881,2.9078570708181664,4.865905340736577,0.14314061530985167,-0.5958992433626089,-1.8311144078329922,71.5663974191793,0.085,991.3367732785978,-517.6642866006944,-2389.885954713994,1862.1972821455038,-2368.362643812573,-710.9438713278263,-353.5937289183996,-1769.6745285462057,30702.66690849559,149.10572509923003,-139.53776431078882,16.54397456916297,1747.4326439990425,-5350.944146047663,2773.716646108691,-1249.4592972180383,-1171.9762307219316,-182.23728662614764,20068.75391514844,12.447619187354597,-459.344316879361,462.24125021047536,-81.08381330509974,-1900.6535193595523,-394.96690256695257,2117.9001712684358,-1074.9791822908535,385.1725780973975,18392.543225638154
24777.72152,0.09485936712822782,0.005299609456828197,-0.021156871842511207,-0.1365995392953805,-3.9877906693138896,-1.6186818952148743,-0.35668138454433274,-1.9951950149385596,13.693946398564492,0.08508112614393214,0.6892312740952117,0.0616116199649005,3.0543023873820507,5.003645310126203,0.07171608701702126,-0.5992943620340527,-1.8327679960067518,71.56647455331148,0.081,679.4330926204941,-237.84033629118494,-2613.1622800298555,1676.8893079485126,-2585.3413509958073,-719.9090455560179,-354.98922385040163,-1770.2721041169948,30702.913460271255,-72.95696160900707,179.19329630705192,-464.2309332695552,1726.3260965749555,-5400.159013873929,2799.924204894137,-1254.5649214772181,-1172.5514220096397,-182.33944441482174,20068.714718878025,-134.72443354083862,-407.7752690977321,334.67792704876894,-168.8029732289035,-2020.1337742803107,-403.02837559114124,2121.527268560856,-1074.8939975228864,386.248921738038,18392.44687591415
24279.49367,-0.09784988287606555,0.15208939431769164,-0.07622421626729645,-0.16944603943923636,-4.027285788263798,-1.632785430206998,-0.35320298984953336,-1.9983617748526512,13.694066727437887,-0.3480114207919046,0.022466997006033773,0.17910357381407582,3.1638047817451307,5.153255582251638,-0.00018981055032851746,-0.602596248756328,-1.8343859325514802,71.56655247783316,0.082,454.73212535126163,40.41751656444467,-2743.2509279034853,1481.2416493213948,-2801.027947340608,-728.6125527062688,-356.3088702033533,-1770.8576835066774,30703.16036042329,30.480561702467682,135.65641449396927,-752.4587768223162,1695.4266754986925,-5449.116828674991,2825.559021801113,-1259.4679980427627,-1173.100888301595,-182.44410653520356,20068.675654880626,-76.33129549951583,-346.82291327520227,191.24596479094657,-249.01543433464198,-2143.8759332602385,-410.64565007530354,2124.7286488635073,-1074.7407170223532,387.32350708849333,18392.350692724307
