0,1,2
3.46845632493788,-0.15895561589135082,-1.6874933360272855
3.516758273140632,0.005402843216255171,-1.6855292408575755
3.5566558800700165,0.17362336093983177,-1.6836047828629686
3.5879658924706312,0.3453254527504269,-1.6817480458817207
3.610523952429802,0.5201051028032708,-1.679978579041883
3.624189291890792,0.6975493875437444,-1.6783164542465827
3.6288447336224,0.8772364795703268,-1.676782268784325
3.624396691219088,1.0587356476359986,-1.6753971453289749
3.61077516910089,1.2416072566476462,-1.6741827319397666
3.5879337625135084,1.4254027676654304,-1.6731612020613045
3.555849633903561,1.6096649717763407,-1.6723552765673744
3.5145219107577854,1.7939381331325406,-1.6717870674397333
3.4639724214239727,1.9777558262568267,-1.6714712001638454
3.4042473664951847,2.1606465702588156,-1.671417994889306
3.3354170221976625,2.3421405964319426,-1.6716349355864217
3.257575740390376,2.521769848254917,-1.6721266700462145
3.1708419485651818,2.6990679813910883,-1.6728950098804183
3.0753581498471654,2.8735703636878536,-1.6739389305214782
2.9712909229940485,3.0448140751778667,-1.6752545712225557
2.8588308258185418,3.2123396213831286,-1.676834937215917
2.7381895774092064,3.3757050637022714,-1.6786613472154046
2.6095979343322155,3.5344543575040186,-1.6807046214609533
2.473306339900416,3.6881378182200213,-1.6829351972364563
2.329584855237728,3.8363194078209713,-1.68532347311326
2.1787231592795475,3.9785767348160337,-1.6878398089501556
2.0210305487732976,4.114501054252389,-1.6904545258933723
1.8568359382774,4.243697267716201,-1.6931379063765917
1.6864878601617534,4.3657839233321045,-1.6958601941209421
1.510354464608352,4.480393215762815,-1.6985915941349856
1.328823519609911,4.587170986210083,-1.7013022727147453
1.1423024109714668,4.685776722413656,-1.7039623574436744
0.9512041087653657,4.77588538168749,-1.7065538506271931
0.7559486770069539,4.8571898632218105,-1.7090582246534403
0.5569809066988427,4.929402368306396,-1.7114502468628947
0.3547564097948732,4.99225647720699,-1.7137177561944874
0.149741584283173,5.045507153314002,-1.7158617014272401
-0.0575866805480209,5.088930856039772,-1.7178965643281878
-0.2667388392358228,5.122325040017927,-1.7198250135418223
-0.4772093669534014,5.145507776128106,-1.7216164802514102
-0.6884879443398256,5.158322131518091,-1.7232594908213816
-0.900060783136172,5.160636660683946,-1.7247670951736578
-1.111410626184799,5.152345405470077,-1.7261768667876436
-1.3220138065877134,5.133367188655329,-1.7275207496528209
-1.5313335882279764,5.103644197777056,-1.7287657216656658
-1.7388331750107118,5.063145393521971,-1.7298958567866922
-1.9439790128499448,5.011867331041327,-1.7309206981728515
-2.146240784873613,4.94983415873434,-1.7318751492078621
-2.345089229972844,4.877096964999855,-1.7327932837048536
-2.53998936362375,4.793732280507413,-1.7336449059352144
-2.730412098087192,4.699844237425932,-1.734412090033534
-2.915838369116894,4.5955649668350755,-1.735102575371371
-3.095759136650828,4.481054596002089,-1.7357496533289083
-3.269673184741574,4.356500387976139,-1.7363839518029438
-3.437081121035685,4.222115245112053,-1.736973178519854
-3.59749649995209,4.078139118721636,-1.737500973258486
-3.750449213730098,3.924838568383489,-1.7379730180858288
-3.895485487926688,3.7625067524305464,-1.738416817317547
-4.032166092266257,3.5914623918344355,-1.7388562607418874
-4.160061533915239,3.412048408789819,-1.739262875492905
-4.278761492128444,3.2246324145128598,-1.7396233268569044
-4.3878777377035,3.0296054693780685,-1.7399413899353222
-4.487044130589596,2.8273820699521046,-1.7402377589301992
-4.575915511374691,2.618399043087817,-1.7405321935890232
-4.654163481678912,2.403114148233699,-1.740802210562906
-4.721483635957711,2.1820059870797994,-1.7410363430265416
-4.777598630592365,1.9555716774625604,-1.7412354402441097
-4.822258187702276,1.7243268131565388,-1.741412331679065
-4.855238802712914,1.488804767589508,-1.7415858885906794
-4.876340059521655,1.2495543487377385,-1.7417431030142474
-4.885387882449493,1.0071408753693891,-1.7418722822806565
-4.882238939210524,0.7621416820057227,-1.7419706882370152
-4.866780753589165,0.5151456961922697,-1.7420430027633258
-4.83893170544006,0.2667534384996456,-1.742101327772484
-4.798639982214546,0.017574350323895982,-1.7421518745683855
-4.745880551176832,-0.23177244789342444,-1.7421810637950812
-4.680659751502184,-0.48066015733354417,-1.7421828948944507
-4.603016803150828,-0.728459349141413,-1.742155714467809
-4.5130238068782464,-0.9745379752351506,-1.7421021882287582
-4.410785744235546,-1.2182613683052113,-1.7420293010031855
-4.296439900679947,-1.4589944332310432,-1.741945426695353
-4.170151901178289,-1.6961035337922563,-1.7418424342884133
-4.032117915509719,-1.9289522313795175,-1.741709247901344
-3.882566393701776,-2.156911964089617,-1.7415397256463898
-3.721758054597,-2.379362636654948,-1.74133255171984
-3.549985885851787,-2.5956926204453312,-1.7410912364020241
-3.367575143936834,-2.805298753467209,-1.740824116057314
-3.174882286299442,-3.007587797762993,-1.7405423559671778
-2.972287505410921,-3.2019808169836654,-1.7402367882066265
-2.760200188216015,-3.3879056814390927,-1.7398891993889862
-2.539057925085761,-3.5648088981692965,-1.7394880343247268
-2.30932589561574,-3.732157122050773,-1.7390283532834592
-2.0714968686280777,-3.8894371557948864,-1.7385118319939443
-1.8260912021696505,-4.036155949949222,-1.7379467616440858
-1.5736566137398418,-4.171840729281085,-1.7373474823004018
-1.314757307615006,-4.2960430122704105,-1.7367035338337975
-1.0499797239559028,-4.408333722986273,-1.7359938636342365
-0.7799329786007962,-4.508310103105574,-1.7352076059028823
-0.5052446537740036,-4.595599234611689,-1.7343366961065159
-0.2265607980867738,-4.669858039794038,-1.7333758709775444
0.0554540734617361,-4.730773281247881,-1.7323226685140003
0.3401174552926715,-4.778061768536564,-1.7311768140756103
0.6267395161640699,-4.811473205915161,-1.7299237830986474
0.9146125874501418,-4.830783622930569,-1.7285489115532178
1.2030179971600174,-4.835803021035352,-1.7270401048468016
1.4912309292488306,-4.826378218897549,-1.7253830728723227
1.7785204236200125,-4.80239285240075,-1.723561330008135
2.0641493761243046,-4.763767374644015,-1.7215561951180283
2.3473745385587863,-4.71045905594207,-1.719346791551235
2.627453440872765,-4.642464067239476,-1.716905537315573
2.903654398620876,-4.559817335107983,-1.7141971625521717
3.175216175936461,-4.462578480258038,-1.711209201482498
3.4413851196237104,-4.350846168520418,-1.7079228739757073
3.7014190808830025,-4.224759475671121,-1.704310227944204
3.954587415313044,-4.084497887430521,-1.7003341393436129
4.200170982909922,-3.9302812994636747,-1.6959483121727912
4.437462148066308,-3.762370017380919,-1.6910972784738436
4.6657647795731245,-3.581064756736823,-1.6857163983320937
4.884394250618671,-3.3867066430306383,-1.679731859876094
5.092677445116344,-3.1796772089533034,-1.6730606895984867
5.289970826258797,-2.9603858127070675,-1.6656498474817725
