0,1,2
12.06016895,6.522773107,36.83720782
11.61818524,5.679089247,36.63899385
11.14859508,4.893640488,36.35296189
10.65800442,4.172670278,35.99084036
10.15289871,3.51995518,35.56444984
9.639477357,2.937037144,35.08524685
9.123520523,2.423529531,34.56397263
8.610290187,1.977461469,34.01040891
8.104464416,1.595630326,33.43323291
7.610102217,1.273938443,32.83995804
7.130634752,1.007697989,32.23694285
6.668878265,0.79189421,31.62945044
6.227063858,0.62140299,31.02174188
5.806879461,0.491163013,30.41718901
5.409519806,0.396305669,29.8183953
5.035740894,0.332247757,29.22731585
4.685916084,0.294752423,28.64537078
4.360091551,0.279964303,28.07354821
4.058039383,0.284424558,27.51249462
3.779307336,0.305070336,26.96259237
3.523264381,0.339223103,26.42402446
3.289141703,0.384569292,25.8968275
3.07606904,0.439135965,25.38093419
2.883106411,0.501263689,24.87620676
2.709271431,0.569578262,24.3824627
2.553562518,0.642962453,23.89949424
2.414978297,0.720528673,23.42708276
2.292533616,0.801593112,22.96500915
2.185272516,0.885651718,22.51306117
2.092278545,0.972358234,22.07103841
2.012682762,1.061504381,21.63875557
1.945669756,1.153002204,21.21604462
1.890482,1.246868507,20.80275603
1.846422799,1.343211301,20.39875958
1.81285809,1.442218142,20.0039449
1.789217314,1.544146201,19.61822193
1.774993546,1.649313961,19.24152138
1.769743056,1.758094345,18.87379543
1.773084447,1.870909164,18.51501859
1.78469749,1.988224736,18.1651889
1.804321752,2.110548521,17.82432945
1.831755124,2.238426656,17.4924903
1.866852294,2.372442266,17.16975085
1.90952324,2.513214408,16.85622263
1.959731772,2.661397548,16.5520527
2.017494163,2.817681444,16.25742755
2.082877881,2.982791314,15.97257763
2.156000437,3.15748817,15.69778265
2.237028343,3.342569175,15.43337753
2.326176172,3.538867904,15.17975927
2.423705696,3.747254314,14.93739472
2.52992507,3.968634281,14.70682935
2.645188022,4.203948471,14.4886971
2.769892984,4.45417031,14.28373151
2.904482095,4.720302774,14.09277803
3.049439986,5.003373662,13.91680772
3.205292235,5.304428954,13.75693248
3.372603363,5.624523798,13.61442151
3.551974197,5.964710576,13.49071945
3.744038416,6.326023393,13.38746563
3.949458077,6.709458371,13.30651474
4.168917767,7.11594864,13.24995808
4.403117172,7.546333416,13.22014545
4.652761626,8.001319882,13.2197066
4.918550206,8.481436756,13.25157132
5.201160979,8.986978521,13.31898706
5.501232783,9.517938923,13.42553201
5.819342987,10.07393279,13.57512126
6.155980694,10.65410534,13.77200351
6.511514674,11.25702825,14.02074422
6.886155514,11.88058331,14.32619053
7.279911503,12.52183393,14.69341377
7.692537938,13.17688863,15.12762136
8.12347983,13.84075851,15.63403513
8.571808358,14.50721861,16.217725
9.03615216,15.1686806,16.88339559
9.51462513,15.81609096,17.63511885
10.00475346,16.43887164,18.47601107
10.50340597,17.02492344,19.40785692
11.00673287,17.56071506,20.43068833
11.5101197,18.03148241,21.54233586
12.00816423,18.42156049,22.73797792
12.49468512,18.71486532,24.00972585
12.96277161,18.89553307,25.34629413
13.40488255,18.94870706,26.73280989
13.81300095,18.86144308,28.15082189
14.178847,18.62367882,29.57856154
14.49414715,18.22918922,30.99149377
14.75095038,17.67642963,32.36316811
14.94197598,16.96915994,33.66634401
15.06097031,16.11674896,34.87432236
15.10304529,15.13408227,35.96237619
15.06496871,14.04104176,36.90914212
14.94537917,12.8615709,37.69783124
14.7449023,11.62240739,38.31711905
14.46615592,10.35160133,38.76162377
14.11364178,9.076973776,39.03192614
13.69353381,7.824670179,39.13414859
13.21338283,6.617943951,39.07916568
12.6817649,5.476265001,38.88155673
12.10790329,4.414797434,38.55843067
11.50129371,3.444241444,38.12824901
10.87135783,2.570993062,37.60975249
10.22714399,1.797549565,37.02106465
9.577086735,1.123077403,36.37901147
8.928829682,0.544061803,35.6986641
8.289110528,0.054969316,34.99308804
7.663702404,-0.351128706,34.27326616
7.057403125,-0.682005487,33.5481556
6.474062756,-0.945819147,32.82483867
5.916639472,-1.150748316,32.10873047
5.387274879,-1.304719129,31.403814
4.887380838,-1.415213345,30.7128794
4.417731404,-1.489144807,30.03775164
3.978554968,-1.532790789,29.37949661
3.569623024,-1.551765566,28.73860078
3.190333077,-1.551024896,28.11512246
2.839784217,-1.534892056,27.5088158
2.51684462,-1.50709796,26.91922946
2.22021073,-1.470829602,26.34578335
1.94845829,-1.428782385,25.7878264
1.700085687,-1.383213386,25.24467904
1.473550167,-1.335993392,24.71566311
1.267297615,-1.288656295,24.20012205
1.079786592,-1.242445098,23.6974337
0.909507336,-1.198353997,23.20701745
0.754996381,-1.157166447,22.72833747
0.614847438,-1.11948922,22.26090305
0.487719082,-1.085782616,21.80426714
0.37233978,-1.056387059,21.35802372
0.267510697,-1.031546353,20.92180452
0.172106699,-1.011427891,20.49527553
0.085075876,-0.996140132,20.07813341
0.005437903,-0.985747616,19.67010219
-0.067718495,-0.980283817,19.27093015
-0.13523878,-0.979762088,18.88038706
-0.197906342,-0.984184953,18.49826182
-0.256446598,-0.993551958,18.12436041
-0.311531317,-1.007866302,17.75850418
-0.36378308,-1.027140419,17.40052857
-0.413779783,-1.051400694,17.05028199
-0.462059138,-1.080691442,16.70762512
-0.509123104,-1.115078308,16.37243044
-0.555442226,-1.154651181,16.04458196
-0.601459853,-1.199526744,15.72397524
-0.647596222,-1.249850739,15.41051764
-0.694252401,-1.305800028,15.10412879
-0.741814083,-1.367584525,14.80474124
-0.790655245,-1.435449049,14.51230142
-0.841141665,-1.509675147,14.22677081
-0.893634319,-1.590582936,13.94812736
-0.948492664,-1.678532986,13.67636725
-1.006077816,-1.773928283,13.41150692
-1.066755646,-1.877216274,13.15358554
-1.130899801,-1.988891022,12.90266781
-1.198894659,-2.109495462,12.65884726
-1.271138247,-2.239623744,12.42225014
-1.348045111,-2.379923673,12.19303983
-1.430049153,-2.531099187,11.97142198
-1.517606459,-2.693912853,11.75765051
-1.611198078,-2.869188297,11.55203444
-1.71133279,-3.057812511,11.35494578
-1.818549821,-3.260737925,11.16682864
-1.9334215,-3.478984064,10.98820964
-2.056555818,-3.713638674,10.81970989
-2.188598866,-3.965858058,10.66205864
-2.330237065,-4.236866325,10.51610882
-2.482199118,-4.527953161,10.38285483
-2.645257609,-4.840469789,10.26345251
-2.820230091,-5.175822493,10.15924174
-3.007979472,-5.5354629,10.07177177
-3.209413549,-5.920874429,10.00282941
-3.425483337,-6.333553629,9.954470103
-3.657180023,-6.774985687,9.929051798
-3.905529939,-7.246611891,9.929271583
-4.171587235,-7.749788127,9.958204281
-4.456423577,-8.285732005,10.01934239
-4.761114226,-8.855456613,10.11663595
-5.086719653,-9.459688432,10.25453036
-5.434261764,-10.09876687,10.43799948
-5.804693687,-10.77252282,10.67257013
-6.198861969,-11.48013396,10.964333
-6.617459748,-12.21995462,11.3199326
-7.060970148,-12.98932044,11.74652983
-7.529598168,-13.78432748,12.25172437
-8.023190575,-14.59959059,12.84342675
-8.541143213,-15.42798778,13.52966528
-9.082296119,-16.26040343,14.31831367
-9.644817916,-17.08548938,15.21672514
-10.22608251,-17.88947044,16.2312613
-10.82254348,-18.65603151,17.36670988
-11.42961349,-19.36632725,18.62559608
-12.04155981,-19.99916838,20.00740495
-12.6514295,-20.53143555,21.5077546
-13.25102092,-20.93876993,23.11758326
-13.83091992,-21.19657224,24.82243911
-14.38061909,-21.2813137,26.60198669
-14.8887359,-21.17211825,28.42985799
-15.34333916,-20.85252084,30.27397187
-15.73238342,-20.31224581,32.09741994
-16.04423727,-19.54880002,33.85995713
-16.26827629,-18.56864606,35.52005386
-16.39549599,-17.38773128,37.03736478
-16.41908901,-16.03120802,38.37537446
-16.33492619,-14.53228304,39.50391423
-16.14188591,-12.9302667,40.4012268
-15.84199065,-11.26802453,41.05530617
-15.44033156,-9.589135458,41.46434113
-14.94478825,-7.935105295,41.63623371
-14.36557521,-6.342957302,41.58730419
-13.71466566,-4.843444036,41.3404073
-13.0051531,-3.460003151,40.92274341
-12.25061117,-2.208458678,40.3636499
-11.46450381,-1.09736757,39.69260962
-10.65968392,-0.12884742,38.93763666
-9.848002683,0.700302007,38.12411494
-9.04003617,1.397358431,37.27409079
-8.244923997,1.972460251,36.40596764
-7.470305908,2.437511234,35.53452022
-6.722337735,2.805262248,34.67113617
-6.005766812,3.088590056,33.82419876
-5.324047941,3.29996736,32.99953813
-4.679483491,3.451102656,32.20089624
-4.073374305,3.552720703,31.4303683
-3.506171409,3.614452776,30.68879798
-2.977621388,3.644808013,29.97611577
