x,y,z
3.46845632493788,-1.1208163686148824,0.0720219113731728
3.516758273140632,-0.9565221321303266,0.0739599269965107
3.5566558800700165,-0.7883660199207141,0.0758595987446875
3.5879658924706312,-0.6167285164287386,0.0776928446597319
3.610523952429802,-0.4420136373066031,0.0794401174938798
3.624189291890792,-0.2646343058897831,0.0810813472242883
3.6288447336224,-0.0850123493606556,0.0825959384427394
3.624396691219088,0.0964215012529039,0.0839627703556529
3.61077516910089,0.2792276110769258,0.0851601967840806
3.5879337625135084,0.4629574413907142,0.0861660461637029
3.555849633903561,0.6471537835004031,0.0869575995010204
3.5145219107577854,0.8313609017772987,0.087512746694562
3.4639724214239727,1.0151123709633418,0.0878168641391487
3.4042473664951847,1.1979367103872938,0.0878596335654719
3.3354170221976625,1.3793641515617323,0.0876335728835094
3.257575740390376,1.558926638184511,0.0871340361825261
3.1708419485651818,1.7361578261381236,0.0863592137310727
3.0753581498471654,1.9105930834891105,0.0853101319769898
2.9712909229940485,2.081769490489269,0.0839906535474026
2.8588308258185418,2.2492275528797445,0.0824077750903299
2.7381895774092064,2.412525332278313,0.080580179772215
2.6095979343322155,2.571206784272841,0.0785370492334091
2.473306339900416,2.724822224514124,0.0763079480703041
2.329584855237728,2.872935615191997,0.07392247959184
2.1787231592795475,3.0151245650347698,0.0714102858195105
2.0210305487732976,3.1509803293087657,0.068801047487373
1.8568359382774,3.280107809819293,0.066124484042031
1.6864878601617534,3.40212555491013,0.0634103536426424
1.510354464608352,3.516665759463136,0.0606884531609294
1.328823519609911,3.623374264899205,0.0579886181811563
1.1423024109714668,3.721910559177229,0.0553407230001548
0.9512041087653657,3.811949599830307,0.0527627671927904
0.7559486770069539,3.893184286267809,0.0502732802512101
0.5569809066988427,3.965326819998656,0.0478974967152207
0.3547564097948732,4.0281107815077375,0.0456475795261769
0.149741584283173,4.081291134404605,0.0435225817853432
-0.0575866805480209,4.124644338320743,0.0415080236059693
-0.2667388392358228,4.157967848108921,0.0396012382238497
-0.4772093669534014,4.181079734867924,0.0378327963360034
-0.6884879443398256,4.193823065964676,0.0362141734582857
-0.900060783136172,4.196066396114386,0.0347323215490619
-1.111410626184799,4.187703767380602,0.0333496690092119
-1.3220138065877134,4.168654002761316,0.0320342737295397
-1.5313335882279764,4.138859290013022,0.0308191596938552
-1.7388331750107118,4.098288590041578,0.0297202548219299
-1.9439790128499448,4.046938458217383,0.0287280178370989
-2.146240784873613,3.9848330431587953,0.0278075472359279
