0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
12.06016895,3.957007062222521,-3.0413787967387895,7.187138523163193,-1.2063836572564473,5.163785818609522,-3.8211545533842974,-4.38745734154811,10.931079352690745,1.6166449996312697,-1.9051497282144165,4.088810377824809,11.281590983534585,0.08364747786733573,-0.2202813318884309,-0.5567743356326293,0.09294941896703575,26.156075607152108
11.61818524,3.578741847422243,-3.1531382030856494,7.235412195259001,-1.212769467885099,5.169938868289505,-4.68696385408654,-4.391834136985506,10.954836913602374,1.620628169129221,-1.905663532622196,4.088085687962646,11.061905171659873,0.11145163844179556,-0.2261368419747025,-0.5572881487926084,0.09298354399783931,26.156078486667802
11.14859508,3.1723409912124123,-3.2620739433253987,7.281458067480447,-1.2192078194512062,5.176077784083746,-5.495417666454901,-4.392194815479229,10.975445394385693,1.6245962341709785,-1.906146698237009,4.087358039614468,10.754403920904272,0.1391065315658233,-0.23185294570983367,-0.5577947230537729,0.09301776053057062,26.156081345762942
10.65800442,2.7443092083211313,-3.3680571911031953,7.325248860582871,-1.2256989927187443,5.182202534917936,-6.240336580981806,-4.388433531941652,10.992862899263898,1.6285492103364843,-1.9065991530061819,4.086627434329259,10.370832639794997,0.16659378690798793,-0.23742827250396606,-0.5582940479495612,0.0930520693427021,26.156084184407838
10.15289871,2.301030713476501,-3.4709591200641876,7.366757295321609,-1.232243268451698,5.188313089717776,-6.918008073159676,-4.380449302551721,11.007052393726749,1.6324871132056857,-1.9070208248770428,4.085893873656006,9.923028896859291,0.19389503413685805,-0.24286145176724097,-0.5587861130133797,0.0930864712116565,26.156087002572818
9.639477357,1.8486036784066187,-3.5706509038535383,7.4059560924520085,-1.238840927414051,5.194409417408963,-7.526954231480934,-4.36814733249304,11.01798303226866,1.6364099583585365,-1.9074116417969156,4.085157359143693,9.422466200624369,0.22099190292100168,-0.24815111290978226,-0.5592709077786702,0.0931209669148921,26.156089800228187
9.123520523,1.3927070298395856,-3.6670037161164055,7.442817972729409,-1.2454922503697794,5.2004914869171905,-8.067625733438009,-4.351436357947508,11.02562750038236,1.6403177613749755,-1.9077715317131276,4.084417892341309,8.879902779617467,0.247866022929013,-0.25329588534176684,-0.5597484217788323,0.09315555722986003,26.15609257734426
8.610290187,0.9385015115035049,-3.7598887304979445,7.47731565690915,-1.2521975180828686,5.206559267168159,-8.542057489523316,-4.330233933823235,11.029967302286764,1.6442105378349545,-1.9081004225730043,4.083675474797838,8.305137352365815,0.27449902382943936,-0.2582943984733113,-0.560218644547297,0.09319024293399016,26.156095333891365
8.104464416,0.49056395512646445,-3.8491771206432945,7.50942186574657,-1.2589570113173014,5.212612727087562,-8.953516170229289,-4.304459819709823,11.030986146882302,1.648088303318418,-1.9083982423238743,4.082930108062266,7.706864127396622,0.3008725352908804,-0.26314528171457496,-0.5606815656174815,0.09322502480473718,26.156098069839818
7.610102217,0.05285213243657827,-3.934740060197638,7.539109319997017,-1.265771010837054,5.218651835601096,-9.306163473048345,-4.274038737914127,11.028672836743095,1.6519509424488574,-1.9086649189130611,4.082181793683581,7.092613503237126,0.3269681869818947,-0.26784716447568846,-0.5611371745228063,0.09325990361955226,26.15610078515992
7.130634752,-0.37130402983806476,-4.016448722806111,7.56635074041583,-1.2726397974061145,5.22467656163446,-9.604751267472913,-4.238915261611954,11.023036569017691,1.6557977961443013,-1.908900380287893,4.081430533210767,6.468761018414558,0.3527676085710578,-0.2723986761668005,-0.561585460796692,0.09329488015586876,26.156103479822008
6.668878265,-0.7791895229693537,-4.094174282113873,7.5911188477583345,-1.2795636517884588,5.230686874113351,-9.854358345995413,-4.19903892669638,11.014091714046792,1.6596279948478843,-1.9091045543956944,4.080676328192811,5.840586761456138,0.3782524297269488,-0.27679844619805616,-0.5620264139725557,0.09332995519114501,26.15610615379638
