,true,pred
0,0.7939233779907227,0.7748346328735352
1,0.8052462935447693,0.7824735641479492
2,0.8214757442474365,0.7965108752250671
3,0.8192111849784851,0.8019652962684631
4,0.7973202466964722,0.7894117832183838
5,0.7652387022972107,0.7585838437080383
6,0.752406120300293,0.7345427870750427
7,0.7176826000213623,0.7127942442893982
8,0.6889979243278503,0.670039713382721
9,0.6493678092956543,0.6437121033668518
10,0.6074731349945068,0.6105607151985168
11,0.5904887914657593,0.5696565508842468
12,0.551236093044281,0.5428675413131714
13,0.5066993832588196,0.4936336874961853
14,0.45838838815689087,0.4446134567260742
15,0.3946027457714081,0.4018474817276001
16,0.33572372794151306,0.33411112427711487
17,0.2553311884403229,0.27591270208358765
18,0.20588789880275726,0.19515232741832733
19,0.1145499125123024,0.15316645801067352
20,0.05642573907971382,0.06387564539909363
21,0.020947348326444626,0.008748168125748634
22,-0.017173051834106445,-0.03016258031129837
23,-0.0707680732011795,-0.0679776668548584
24,-0.13077938556671143,-0.11633891612291336
25,-0.1722966581583023,-0.1727827489376068
26,-0.21343649923801422,-0.21646887063980103
27,-0.24136629700660706,-0.25227606296539307
28,-0.2677863836288452,-0.2867286205291748
29,-0.31685224175453186,-0.3199922740459442
30,-0.3398754596710205,-0.3699171245098114
31,-0.37724098563194275,-0.3890721797943115
32,-0.3825249969959259,-0.41738587617874146
33,-0.3893187344074249,-0.4120969772338867
34,-0.39950934052467346,-0.4248027205467224
35,-0.41158708930015564,-0.43224218487739563
36,-0.42894884943962097,-0.43283218145370483
37,-0.43272316455841064,-0.44817227125167847
38,-0.456878662109375,-0.4446539282798767
39,-0.45763352513313293,-0.4656776189804077
40,-0.46103039383888245,-0.46294641494750977
41,-0.47763729095458984,-0.4652726650238037
42,-0.5029250979423523,-0.4845109283924103
43,-0.5014153718948364,-0.5086315870285034
44,-0.5025476217269897,-0.514216959476471
45,-0.49650877714157104,-0.5280194282531738
46,-0.49386677145957947,-0.5241356492042542
47,-0.482921302318573,-0.5238513946533203
48,-0.4840535819530487,-0.5081712007522583
49,-0.4912247657775879,-0.499838650226593
50,-0.4980185031890869,-0.49686384201049805
51,-0.49537649750709534,-0.5002870559692383
52,-0.48141157627105713,-0.49675679206848145
53,-0.4885827600955963,-0.4801287055015564
54,-0.47499528527259827,-0.4838007092475891
55,-0.4629175364971161,-0.465903639793396
56,-0.4531043469905853,-0.4578770399093628
57,-0.3851670026779175,-0.445572167634964
58,-0.33949801325798035,-0.3800027370452881
59,-0.3315719962120056,-0.3392164707183838
60,-0.3259105384349823,-0.335361510515213
61,-0.29798075556755066,-0.3254919648170471
62,-0.27797698974609375,-0.2984987199306488
63,-0.2972258925437927,-0.2842174470424652
64,-0.3285525441169739,-0.30392390489578247
65,-0.3610115051269531,-0.33542996644973755
66,-0.3742215633392334,-0.35979393124580383
67,-0.37950557470321655,-0.37843942642211914
68,-0.39120587706565857,-0.39346280694007874
69,-0.3870541751384735,-0.40453895926475525
70,-0.33723345398902893,-0.40121757984161377
71,-0.2987356185913086,-0.3458256125450134
72,-0.25419890880584717,-0.3025955259799957
73,-0.2338176965713501,-0.25557610392570496
74,-0.2055104672908783,-0.23358599841594696
75,-0.1855067014694214,-0.19915826618671417
76,-0.15153802931308746,-0.17377889156341553
77,-0.09907529503107071,-0.13547322154045105
78,-0.07114549726247787,-0.08696361631155014
79,-0.02962823212146759,-0.05829550325870514
80,-0.003963011782616377,-0.016686953604221344
81,0.03491224721074104,0.00804303027689457
82,0.09039441496133804,0.04975784942507744
83,0.11983393132686615,0.1080622598528862
84,0.16927722096443176,0.137894406914711
85,0.19456501305103302,0.1986241191625595
86,0.20249103009700775,0.22823333740234375
87,0.23344026505947113,0.23330183327198029
88,0.242121160030365,0.2594582140445709
89,0.2866578698158264,0.25858333706855774
90,0.3285525441169739,0.3033654987812042
91,0.38214758038520813,0.3399025499820709
92,0.39233818650245667,0.3805426359176636
93,0.4263068437576294,0.3902510702610016
94,0.40932250022888184,0.4203670024871826
95,0.4142290949821472,0.3973239064216614
96,0.42932629585266113,0.41230326890945435
97,0.4414040446281433,0.4243497848510742
98,0.43385544419288635,0.43354299664497375
99,0.4417814612388611,0.42758122086524963
100,0.4478203356266022,0.44353529810905457
101,0.4542366564273834,0.4333106577396393
102,0.43008115887641907,0.43909987807273865
103,0.4070579409599304,0.4050705134868622
104,0.4180034101009369,0.39157241582870483
105,0.43045857548713684,0.40404799580574036
106,0.4142290949821472,0.4114145338535309
107,0.40932250022888184,0.39005494117736816
108,0.3719569742679596,0.3946242332458496
109,0.3485563397407532,0.35818952322006226
110,0.35723721981048584,0.3400556445121765
111,0.36440837383270264,0.34258443117141724
112,0.35459521412849426,0.357715368270874
113,0.35233062505722046,0.3392719626426697
114,0.33006227016448975,0.34772440791130066
115,0.29571616649627686,0.3157362639904022
116,0.29118701815605164,0.29053089022636414
117,0.30175504088401794,0.2864014804363251
118,0.29231929779052734,0.2837914824485779
119,0.28967729210853577,0.277069091796875
120,0.3025099039077759,0.28329405188560486
121,0.3176071047782898,0.295049786567688
122,0.3255331218242645,0.31925877928733826
123,0.30401962995529175,0.32727736234664917
124,0.29194188117980957,0.3021182119846344
125,0.3236459791660309,0.3077756464481354
126,0.40064162015914917,0.352947860956192
127,0.4946216344833374,0.435749888420105
128,0.5674655437469482,0.5350252389907837
129,0.7546706795692444,0.6273131966590881
130,0.8599735498428345,0.8076937794685364
131,0.8962068557739258,0.8867264986038208
132,0.9090394377708435,0.9140231013298035
133,0.9339498281478882,0.9292595386505127
134,0.9245140552520752,0.9501327276229858
135,0.9271560907363892,0.9373999238014221
136,0.9347046613693237,0.9332304000854492
137,0.941120982170105,0.9358403086662292
138,0.9286657571792603,0.946724534034729
139,0.9033780097961426,0.9252294898033142
140,0.8973391056060791,0.8946272134780884
141,0.8965842723846436,0.8905030488967896
142,0.8913002610206604,0.8919217586517334
143,0.9143234491348267,0.8789106011390686
144,0.924891471862793,0.8895719051361084
145,0.9139460325241089,0.8906632661819458
146,0.893187403678894,0.8782857060432434
147,0.8758256435394287,0.8562396764755249
148,0.8505378365516663,0.8349571824073792
149,0.8358180522918701,0.8031954765319824
150,0.8086431622505188,0.789954662322998
151,0.778448760509491,0.7617475986480713
152,0.7490092515945435,0.7383885979652405
153,0.7022079825401306,0.7045390009880066
154,0.6505001187324524,0.6531609296798706
155,0.6184185743331909,0.6008671522140503
156,0.573127031326294,0.5648442506790161
157,0.5199094414710999,0.5204415917396545
158,0.4651820957660675,0.46992093324661255
159,0.4085676670074463,0.417452335357666
160,0.32892999053001404,0.3531606197357178
161,0.28175127506256104,0.26939547061920166
162,0.2326854169368744,0.22178776562213898
163,0.16210605204105377,0.1713355928659439
164,0.08926212787628174,0.1064012199640274
165,0.03000566177070141,0.040278006345033646
166,-0.013021324761211872,-0.009473231621086597
167,-0.06623890995979309,-0.040776629000902176
168,-0.11115305125713348,-0.08716614544391632
169,-0.154557466506958,-0.13500666618347168
170,-0.20249103009700775,-0.17545264959335327
171,-0.23796942830085754,-0.2140016406774521
172,-0.268163800239563,-0.25551143288612366
173,-0.3036421835422516,-0.2910732626914978
174,-0.33459141850471497,-0.3414764106273651
175,-0.3504434823989868,-0.3665839433670044
176,-0.362521231174469,-0.37959206104278564
177,-0.3798829913139343,-0.389401376247406
178,-0.40819022059440613,-0.4039534330368042
179,-0.41762596368789673,-0.4249747693538666
180,-0.42064541578292847,-0.42581477761268616
181,-0.4380071759223938,-0.42840656638145447
182,-0.4546140730381012,-0.44768276810646057
183,-0.46442726254463196,-0.45776063203811646
184,-0.4723532795906067,-0.46479830145835876
185,-0.4806567132472992,-0.46778321266174316
186,-0.49160218238830566,-0.4793052077293396
187,-0.49537649750709534,-0.489407479763031
188,-0.4983959197998047,-0.49580633640289307
189,-0.4912247657775879,-0.5107967257499695
190,-0.5014153718948364,-0.5154663324356079
191,-0.49650877714157104,-0.5264654755592346
192,-0.4874504506587982,-0.5148706436157227
193,-0.49386677145957947,-0.5066200494766235
194,-0.4889601767063141,-0.5082306861877441
195,-0.4825438857078552,-0.5000112056732178
196,-0.463672399520874,-0.4914284944534302
197,-0.4580109417438507,-0.4683946669101715
